HH,EndPoint,C,E,M,V,OTH,FOLLOWUP
3896494,E3,P+,P+,,,,
3898284,E1,P+,P+,,,,
3898433,E5,,P+,,,,
3898546,E3,,P+,,,,
3899559,E5,,P+,,,,
3899635,E1,,P+,,,,
3900629,E1,P+,P+,,,,
3900736,E1,P+,P+,,,,
3905410,E6,N-,,,,,
3907284,E2,N-,,,,,
3909823,E3,,P+,,P+,,
3910299,E1,,P+,,,,
3910601,E4,N-,,,,,
3910766,E5,P+,P+,,,,
3911260,E2,N-,,,,,
3911890,E4,,,N-,,,No Change
3911929,E4,,,N-,,,
3912540,E3,P+,P+,,,,
3913908,E1,P+,P+,,P+,,
3914104,E4,N-,,,N-,,
3914897,E5,P+,P+,,,,
3917466,E1,P+,P+,,P+,,
3918515,E1,,P+,,,,
3920017,E6,,,,,N-,
3924094,E3,,P+,,,,
3924499,E4,,,,N-,,
3926048,E3,,P+,,,,
3926269,E6,,,,,N-,
3927599,E1,,P+,,,,
3927828,E4,N-,,,,,
3930532,E4,N-,,,N-,,
3931175,E5,,P+,,,,
3931765,E1,,P+,,,,
3934184,E4,,,,,N-,
3934794,E3,,P+,,,,
3934913,E4,N-,,,,,
3938730,E3,P+,P+,,,,
3941438,E5,,P+,,,,
3942286,E3,P+,P+,,P+,,
3943095,E6,,,N-,,,More
3943286,E3,P+,P+,,P+,,
3943424,E1,,P+,,,,
3943485,E4,N-,,,,,
3943741,E3,,P+,,,,
3944136,E5,,P+,,,,
3947609,E1,P+,P+,,,,
3947847,E3,,P+,,,,
3948043,E5,,P+,,,,
3948997,E4,N-,,,,,
3949401,E1,,P+,,,,
3949949,E1,P+,P+,,,,
3950759,E1,P+,P+,,P+,,
3950853,E1,P+,P+,,,,
3951355,E4,N-,,,,,
3951527,E1,P+,P+,,P+,,
3955509,E1,P+,P+,,,,
3955879,E1,P+,P+,,P+,,
3956662,E6,,,,,N-,
3957048,E3,,P+,,,,
3957360,E5,,P+,,,,
3957480,E1,,P+,,P+,,
3957660,E1,P+,P+,,,,
3957848,E1,P+,P+,,,,
3960123,E1,,P+,,,,
3963142,E5,,P+,,,,
3963493,E1,P+,P+,,,,
3963615,E4,,,N-,,,
3965492,E3,,P+,,,,
3966427,E1,,P+,,,,
3966482,E3,,P+,,,,
3966880,E3,,P+,,,,
3968552,E3,,P+,,P+,,
3968601,E1,,P+,,,,
3969628,E3,,P+,,,,
3969852,E1,,P+,,,,
3970456,E3,,P+,,,,
3971044,E2,N-,,,,,
3971182,E5,,P+,P+,,,
3973811,E4,,,N-,,,No Change
3974454,E5,,P+,,,,
3974743,E6,,,,,N-,
3977020,E1,P+,P+,,,,
3977629,E2,,N-,,N-,,
3977795,E4,N-,,,,,
3978211,E5,,P+,,,,
3978690,E4,N-,,,,,
3979555,E1,,P+,,,P+,
3980097,E3,P+,P+,,P+,,
3981344,E3,,P+,,P+,,
3981775,E5,,P+,,,,
3981931,E1,P+,P+,,P+,,
3983366,E3,,P+,,,,
3983887,E1,,P+,,,,
3985013,E4,,,N-,,,
3985878,E5,,P+,,,,
3988071,E6,,,N-,,,No Change
3989098,E5,,P+,P+,,,
3991444,E5,,P+,,,,
3992149,E1,,P+,,,,
3995067,E1,P+,P+,,P+,,
3995133,E1,P+,P+,,,,
3996781,E1,,,,P+,,
3999613,E5,,P+,,,,
3999966,E1,,P+,,,,
4000358,E1,,P+,,,,
4000416,E4,,,,N-,,
4000507,E4,,,N-,,,No Change
4000779,E1,,P+,,,,
4001128,E4,N-,,,,,
4001648,E1,P+,P+,,,,
4001653,E4,N-,,,,,
4002058,E2,,,,N-,,
4002472,E1,P+,P+,,,,
4003205,E5,P+,,,,,
4004465,E3,P+,P+,,,,
4004488,E1,P+,P+,,,,
4005876,E4,N-,,,,,
4005879,E1,P+,P+,,,,
4006273,E3,,P+,,,,
4006684,E1,P+,P+,,,,
4008003,E5,,P+,,,,
4008298,E4,N-,,,,,
4008693,E1,P+,P+,,,,
4008747,E1,,P+,,P+,,
4009078,E4,N-,,,,,
4010036,E2,N-,,,,,
4011644,E1,P+,P+,,,,
4011770,E3,P+,P+,,,,
4013428,E3,,P+,,,,
4013502,E6,N-,,,,,
4015470,E4,N-,,,,,
4016159,E1,P+,P+,,,,
4019135,E1,P+,P+,,P+,,
4019681,E3,P+,P+,,P+,,
4019784,E3,,P+,,,,
4019829,E4,,,,,N-,
4020194,E1,P+,P+,,P+,,
4020422,E4,,,N-,,,Less
4024127,E1,,P+,,,,
4024127,E1,P+,P+,,,,
4024132,E6,,N-,,,,
4024744,E5,,P+,,,,
4024778,E5,,P+,,,,
4025574,E1,P+,P+,,P+,,
4026023,E2,,,N-,,,
4027082,E1,,P+,,,,
4027324,E4,N-,,,,,
4029895,E5,,P+,,,,
4030357,E1,,P+,,,,
4030632,E1,P+,P+,,,,
4031005,E1,,P+,,,,
4032239,E1,P+,P+,,P+,,
4034536,E3,P+,,,,,
4036310,E5,,P+,,,,
4038420,E6,,,,,N-,
4038647,E4,N-,,,,,
4038665,E3,P+,P+,,,,
4039019,E6,,,,N-,,
4039300,E5,,P+,,,,
4041058,E4,,,,,N-,
4041354,E3,,P+,,P+,,
4041462,E1,P+,P+,,,,
4042154,E1,P+,P+,,,,
4043426,E4,N-,,,,,
4043562,E4,N-,,,,,
4043678,E3,,P+,,,,
4044312,E3,,P+,,,,
4044326,E4,N-,,,N-,,
4046077,E4,,,N-,,,
4047081,E4,,N-,N-,N-,,
4047349,E4,N-,,,,,
4047543,E1,P+,P+,,P+,,
4047805,E6,,,N-,,,No Change
4048813,E4,,,N-,,,
4049068,E5,,P+,,,,
4050477,E3,P+,,,P+,,
4053537,E3,,P+,,,,
4053548,E6,,,N-,,,No Change
4055170,E5,,,,,P+,
4055551,E4,N-,,,,,
4055730,E1,,P+,,,,
4055872,E5,P+,P+,,,,
4055922,E3,P+,P+,,,,
4056071,E3,,P+,,,,
4056240,E4,N-,,,,,
4057440,E5,,P+,,,,
4058176,E4,N-,,N-,,,More
4058296,E1,P+,P+,,P+,,
4058414,E3,,P+,,,,
4059910,E1,,P+,,,,
4060077,E3,,P+,,,,
4060687,E5,,P+,,,,
4061320,E4,N-,,,,,
4061975,E1,P+,P+,,P+,,
4062966,E4,,,,N-,,
4062984,E1,P+,P+,,,,
4063230,E3,,P+,,,,
4063875,E4,,,N-,,,
4064122,E1,P+,P+,,P+,,
4064175,E2,N-,,,N-,,
4064454,E5,,P+,,,,
4066023,E1,,P+,,,,
4066844,E4,,N-,,,,
4067293,E5,,P+,,,,
4067673,E6,N-,,,,,
4068099,E4,N-,,,,,
4068448,E1,P+,P+,,P+,,
4068870,E5,,P+,,,,
4069696,E5,,P+,,,,
4071626,E5,,P+,,,,
4072119,E3,,P+,,,,
4073459,E1,P+,P+,,P+,,
4073844,E3,,P+,,P+,,
4074302,E5,,P+,,,,
4076308,E6,N-,,N-,,,
4076466,E5,,P+,P+,,,
4077010,E6,N-,,,,,
4078040,E3,P+,P+,,,,
4080273,E1,,P+,,,,
4080414,E5,,P+,,,,
4083332,E3,,P+,,,,
4084353,E5,,,,,P+,
4084664,E1,P+,P+,,P+,,
4085483,E4,N-,,,,,
4085819,E4,N-,,,,,
4086628,E3,,P+,,P+,,
4087041,E5,,P+,,,,
4087394,E3,,P+,,,,
4087554,E6,N-,,,,,
4088636,E5,P+,P+,,,,
4088973,E1,P+,P+,,P+,,
4088998,E4,N-,,,,,
4089203,E5,,,,,P+,
4089885,E6,,,,,N-,
4090574,E5,,P+,,,,
4091157,E3,,,,P+,,
4091273,E3,,P+,,,,
4092775,E1,,P+,,,,
4092935,E6,N-,,,,,
4093506,E5,,P+,,,,
4095012,E5,,P+,,,,
4095381,E1,P+,P+,,,,
4096341,E6,N-,,,,,
4097392,E1,,P+,,,P+,
4097560,E1,,P+,,,,
4097590,E4,N-,,,,,
4098731,E1,,P+,,,,
4098994,E2,N-,,,,,
4099947,E5,,P+,,,,
4100191,E4,N-,,,,,
4101001,E1,,P+,,P+,,
4101781,E1,P+,P+,,,,
4103483,E1,P+,P+,,P+,,
4105077,E6,,,,,N-,
4105371,E1,,P+,,,P+,
4105948,E5,,,P+,,,
4106546,E1,P+,P+,,,,
4106720,E1,P+,P+,,P+,,
4107660,E4,,,,N-,,
4107663,E5,,P+,,,,
4107693,E4,N-,,,,,
4107924,E4,N-,,,N-,,
4108255,E1,,P+,,,,
4108467,E1,P+,P+,,P+,,
4108572,E3,,P+,,,,
4109154,E4,,,,,N-,
4111562,E1,,P+,,,,
4112101,E1,,P+,,,,
4112337,E1,P+,P+,,P+,,
4113057,E4,N-,,,,,
4113066,E1,P+,P+,,,,
4113329,E5,,P+,,,,
4113882,E1,,P+,,,,
4117675,E1,P+,P+,,,,
4118054,E5,,P+,,,,
4118733,E1,P+,P+,,P+,,
4118854,E1,P+,P+,,,,
4118924,E1,P+,P+,,,,
4119279,E1,P+,P+,,P+,,
4119410,E1,,P+,,,,
4119508,E4,N-,,,N-,,
4119633,E3,,P+,,,,
4119712,E5,,,,,P+,
4120384,E4,N-,,,,,
4120984,E4,,,,N-,,
4121165,E1,P+,P+,,P+,,
4121578,E3,,P+,,,,
4122563,E4,N-,,,,,
4124014,E4,N-,,,,,
4125940,E6,,,N-,,,No Change
4127453,E5,,P+,,,,
4128509,E6,N-,,,,,
4128719,E1,,P+,,,,
4129554,E1,P+,P+,,P+,,
4132472,E1,,P+,,,,
4132491,E1,,P+,,,,
4134220,E3,,P+,,,,
4134787,E3,,P+,,,,
4135143,E2,N-,,,,,
4135538,E1,,P+,,P+,,
4136936,E1,P+,P+,,,,
4137183,E5,,P+,,,,
4143383,E3,,P+,,,,
4143748,E1,P+,P+,,,P+,
4143890,E5,,P+,,,,
4144261,E4,N-,,,,,
4145428,E6,N-,,,,,
4145875,E3,,P+,,,,
4147196,E3,P+,P+,,,P+,
4148208,E3,P+,P+,,P+,,
4149231,E4,N-,,,N-,,
4151091,E1,P+,P+,,,,
4152171,E1,P+,P+,,P+,P+,
4154612,E1,P+,P+,,P+,,
4154814,E1,P+,P+,,P+,,
4155438,E5,,P+,,,,
4156020,E5,,P+,,,,
4158425,E6,,,N-,N-,,No Change
4159981,E4,,N-,,,,
4160073,E4,N-,,,,,
4160860,E3,P+,,,,,
4161178,E1,,P+,,P+,,
4162153,E1,P+,P+,,,,
4162278,E1,P+,P+,,,,
4163063,E1,P+,P+,,,,
4164442,E5,,,P+,,,
4164506,E3,P+,P+,,P+,,
4164669,E3,,P+,,,,
4165835,E5,,P+,,,,
4166243,E2,N-,,,,,
4166515,E1,,P+,,,,
4166723,E1,P+,P+,,,,
4167199,E6,,,,N-,,
4167283,E1,,P+,,,,
4171053,E5,,P+,P+,,,
4172183,E3,,P+,,,,
4174661,E3,,P+,,,,
4174704,E1,P+,P+,,P+,,
4175721,E3,,P+,,,,
4175781,E6,N-,,,,,
4176799,E2,,,N-,,,
4176986,E4,N-,,,N-,,
4177083,E3,P+,P+,,,,
4177616,E1,,P+,,P+,,
4180450,E3,P+,P+,,,,
4181088,E3,,P+,,,,
4181253,E5,,P+,,,,
4181451,E6,N-,,,,,
4181966,E4,N-,,,,,
4183661,E6,,,,,N-,
4183936,E4,N-,,,,,
4186129,E4,,,,N-,,
4186708,E1,P+,P+,,,,
4187044,E4,N-,,,,,
4188687,E2,,,N-,,,
4189817,E1,P+,P+,,,,
4189841,E1,,P+,,,,
4190075,E3,,P+,,,,
4190741,E5,,P+,,,,
4190965,E1,,P+,,,,
4191273,E3,,P+,,,,
4191935,E3,,P+,,,,
4193744,E5,,P+,,,,
4193798,E3,P+,P+,,P+,,
4194229,E5,,P+,,,,
4194289,E5,,P+,,,,
4196638,E1,P+,P+,,,,
4196839,E1,P+,P+,,,,
4196928,E1,P+,P+,,P+,,
4197016,E1,P+,P+,,,,
4197369,E1,,P+,,,,
4197637,E2,,,,N-,,
4197638,E1,,P+,,,,
4200208,E5,,P+,,,,
4200249,E5,,P+,,,,
4200607,E1,,P+,,,,
4200715,E5,,P+,,,,
4201289,E3,P+,,,,,
4201764,E3,,P+,,,,
4201764,E6,,,,N-,,
4202237,E4,,,N-,,,
4202240,E5,,P+,,,,
4202730,E3,,P+,,P+,,
4203157,E5,,P+,,,P+,
4203841,E3,,P+,,,,
4204019,E3,P+,P+,,P+,,
4205376,E4,N-,,,N-,,
4207385,E1,,P+,,,,
4208126,E1,,P+,,,,
4209350,E3,,P+,,,,
4210185,E1,P+,P+,,,,
4210236,E1,,P+,,,,
4210765,E1,,P+,,,,
4211540,E4,,,,N-,,
4212446,E2,N-,,,,,
4213347,E5,,P+,,,,
4214584,E5,,P+,,,,
4216671,E2,N-,,,,,
4216897,E6,,,N-,,,More
4217893,E6,,,,N-,,
4218106,E3,P+,P+,,,,
4219939,E2,,,N-,,,No Change
4220127,E5,P+,,,,,
4221425,E1,P+,P+,,P+,,
4226019,E3,,P+,,,,
4226407,E6,N-,,,,,
4226639,E6,,,N-,,,No Change
4227082,E6,,,,,N-,
4228306,E3,,P+,,,,
4230081,E3,P+,P+,,P+,,
4231225,E3,,P+,,,,
4231813,E5,,P+,,,,
4233765,E1,,P+,,,,
4234409,E5,,P+,P+,,,
4234988,E1,P+,P+,,P+,,
4235722,E4,N-,,,,,
4236668,E6,N-,,,N-,,
4239838,E1,P+,P+,,P+,,
4240030,E5,,P+,,,,
4240471,E4,,,,N-,,
4243505,E1,P+,P+,,,,
4243692,E4,,,N-,,,No Change
4244553,E3,,P+,,P+,,
4245717,E1,P+,P+,,P+,,
4246476,E5,,,,,P+,
4247357,E3,P+,P+,,,,
4247697,E1,,P+,,,P+,
4250253,E2,,,N-,,,No Change
4250535,E4,N-,,,,,
4250638,E4,,,,N-,,
4251023,E1,,P+,,,,
4251348,E1,P+,P+,,P+,,
4253338,E1,,P+,,,,
4257283,E3,,P+,,,,
4257391,E5,,P+,,,,
4258823,E5,,P+,,,,
4259025,E3,,P+,,,P+,
4259844,E4,N-,,,,,
4260066,E3,,P+,,P+,,
4260438,E5,,P+,,,,
4261211,E6,N-,,,,,
4262816,E3,P+,P+,,P+,P+,
4263062,E3,P+,P+,,,,
4264945,E4,,,N-,,,More
4265609,E3,P+,P+,,,,
4266685,E3,,P+,,,,
4266957,E3,,P+,,,,
4273620,E1,P+,P+,,P+,,
4274958,E6,,,,,N-,
4275862,E3,,P+,,,,
4276401,E5,,P+,,,,
4280126,E6,N-,,,,,
4284381,E3,,P+,,,,
4284913,E4,N-,,,,,
4285049,E6,N-,,,N-,,
4285729,E2,,,N-,,,More
4285902,E6,,,,N-,,
4286992,E5,,P+,,,,
4287417,E3,,P+,,P+,,
4288534,E6,N-,,,,,
4289923,E5,,P+,,,,
4290987,E6,,,,,N-,
4291794,E1,P+,P+,,,,
4292233,E4,,N-,,,,
4292368,E4,,,N-,,,No Change
4292528,E5,,,,,P+,
4293028,E4,N-,,,,,
4293033,E1,P+,P+,,,,
4293378,E5,,P+,,,,
4293407,E4,N-,,,,,
4295438,E3,P+,P+,,P+,,
4295795,E1,P+,P+,,P+,,
4296193,E5,,P+,,,,
4296217,E4,,,,,N-,
4296359,E1,,P+,,,,
4297314,E1,P+,P+,,,,
4297448,E6,,,N-,,,
4300009,E1,,P+,,,,
4300352,E3,,P+,,,,
4302049,E3,,P+,,,,
4302830,E6,N-,,,,,
4303189,E1,,P+,,,P+,
4306331,E1,,P+,,,,
4307417,E1,,P+,,,,
4308825,E5,,,P+,,,
4309339,E3,,P+,,,P+,
4310933,E4,,,N-,,,No Change
4314246,E1,P+,P+,,,,
4315249,E1,P+,P+,,,,
4317027,E5,,P+,,,,
4317633,E3,P+,P+,,,,
4320983,E6,,,N-,,,No Change
4321852,E4,N-,,,,,
4322243,E3,P+,P+,,P+,,
4323746,E1,P+,P+,,,,
4325087,E2,,,,N-,,
4325819,E5,,P+,,,,
4326126,E1,P+,P+,,P+,,
4326720,E4,N-,,,,,
4327543,E3,,P+,,P+,,
4333248,E3,,P+,,P+,,
4334153,E5,,P+,,,,
4334858,E6,,,N-,,,No Change
4335436,E1,,P+,,,,
4335620,E6,,,,,N-,
4338272,E1,P+,P+,,,,
4341310,E6,,,N-,,,
4342177,E1,P+,P+,,,,
4342499,E3,P+,P+,,,,
4343678,E3,,P+,,,,
4344007,E3,,P+,,,,
4344087,E5,,P+,,,,
4345428,E5,,,,,P+,
4346508,E3,,P+,,,,
4348809,E5,P+,P+,,,,
4350477,E6,N-,,,,,
4352567,E4,,,,N-,,
4353678,E1,P+,P+,,,,
4353739,E3,P+,P+,,,,
4353753,E4,,,N-,,,Less
4353804,E1,P+,P+,,,,
4354118,E4,,,,N-,,
4355187,E3,P+,P+,,,,
4357000,E6,,,N-,,,No Change
4358918,E2,N-,,,,,
4359188,E4,N-,,,,,
4359825,E1,P+,P+,,,,
4361008,E1,,,,P+,,
4361130,E1,,P+,,,,
4361582,E3,,P+,,,,
4361960,E1,,P+,,,,
4362103,E4,N-,,,,,
4362242,E1,,P+,,,,
4364124,E1,,P+,,,,
4365231,E1,P+,P+,,,,
4365415,E4,N-,,,,,
4365496,E1,,P+,,,,
4365689,E6,N-,,,,,
4365717,E1,P+,P+,,,,
4365872,E1,P+,P+,,,,
4368819,E1,P+,P+,,,,
4368828,E3,,P+,,,,
4369330,E3,,P+,,,,
4369595,E1,,P+,,,,
4369750,E1,P+,P+,,,,
4370682,E6,N-,,,,,
4371334,E4,N-,,,,,
4371516,E6,,,,,N-,
4373054,E5,,P+,,,,
4373431,E4,,,,,N-,
4378506,E5,,P+,,,,
4379948,E3,,P+,,,,
4380518,E6,N-,,N-,,,No Change
4382155,E3,,P+,,,,
4383438,E3,,P+,,,,
4383680,E4,,,,N-,,
4384888,E3,,P+,,,,
4392282,E1,P+,P+,,,,
4394174,E1,P+,P+,,P+,,
4395301,E3,P+,P+,,,,
4395762,E5,,P+,,,,
4397749,E4,N-,,,,,
4398450,E3,,P+,,,,
4398574,E5,,P+,,,,
4401250,E3,,P+,,,,
4401969,E3,,P+,,P+,,
4404044,E3,,P+,,P+,,
4404101,E6,N-,,,,,
4406060,E4,N-,,,,,
4406540,E1,P+,P+,,P+,,
4408022,E6,N-,,,,,
4409335,E5,,P+,,,,
4409371,E3,,P+,,,,
4409416,E6,N-,,,,,
4412506,E3,,P+,,,,
4412709,E1,P+,P+,,,,
4415179,E1,P+,P+,,,,
4416933,E3,,P+,,,,
4417101,E3,,P+,,P+,P+,
4417112,E3,,P+,,P+,,
4417805,E1,,P+,,,,
4418222,E1,,P+,,,,
4418398,E1,P+,,,,,
4418555,E4,,,,N-,,
4419016,E4,,,,N-,,
4419856,E6,N-,,,N-,,
4421118,E4,N-,,,,,
4421583,E6,N-,,,,,
4421749,E4,N-,,,,,
4422154,E3,P+,P+,,P+,,
4422217,E4,,,,N-,,
4422659,E6,,N-,,,,
4423323,E4,,,,N-,,
4423532,E4,,,N-,,,No Change
4425490,E4,,,N-,,,No Change
4426942,E1,P+,P+,,,,
4433736,E2,,,,N-,,
4435038,E3,,P+,,,,
4435771,E1,P+,P+,,,,
4441932,E1,,P+,,,,
4442556,E1,P+,P+,,,,
4443420,E6,,N-,,,,
4443842,E1,P+,P+,,,,
4446996,E4,N-,,,,,
4448806,E4,,,,N-,,
4448918,E5,,P+,,,,
4450362,E1,,P+,,,,
4451229,E5,,P+,,,,
4452508,E3,P+,P+,,,,
4453634,E4,,,,,N-,
4460275,E3,,P+,,,,
4460288,E5,,P+,,,,
4460740,E5,,P+,,,,
4460888,E1,P+,P+,,P+,,
4461868,E5,,P+,,,,
4461979,E6,N-,,N-,,,
4462083,E1,,P+,,,,
4462184,E3,P+,P+,,P+,,
4462931,E1,,P+,,,,
4465463,E4,N-,,,,,
4466632,E5,,P+,,,,
4468825,E5,,,,,P+,
4470878,E4,N-,,,,,
4470986,E4,N-,,,,,
4470986,E4,N-,,,,,
4471540,E6,N-,,,,,
4471555,E6,N-,,,,,
4472586,E1,P+,P+,,P+,,
4476213,E5,,P+,,,,
4481752,E4,N-,,,N-,,
4483300,E3,,P+,,,,
4483308,E5,,P+,,,,
4484841,E5,,P+,,,,
4485898,E3,,P+,,,,
4486161,E6,,,,N-,,
4486646,E4,,,N-,,,
4487169,E3,,P+,,,,
4489540,E1,P+,P+,,,,
4491532,E4,N-,,,,,
4493107,E6,,,N-,,,Less
4496114,E1,,P+,,,,
4497367,E3,P+,P+,,P+,,
4498150,E6,,N-,,,,
4503784,E5,,P+,,,,
4505707,E4,,,,,N-,
4505960,E1,,P+,,,,
4506994,E3,,P+,,,,
4508116,E6,N-,,,,,
4508996,E1,P+,P+,,,,
4509633,E5,,P+,,,,
4509894,E4,N-,,,,,
4510369,E4,N-,,,,,
4511290,E1,,P+,,,,
4511713,E3,,P+,,,,
4515815,E5,,P+,,,,
4516221,E2,N-,,,,,
4516368,E5,,P+,,,,
4516688,E4,N-,,,N-,,
4518673,E1,,P+,,,,
4518936,E5,,P+,,,,
4519735,E1,,P+,,,,
4520001,E1,P+,P+,,,,
4520703,E2,N-,,,,,
4520703,E4,,N-,,,,
4527523,E2,N-,,,,,
4528066,E4,,,,N-,,
4528095,E6,,,,N-,,
4530306,E4,N-,,,,,
4531278,E1,P+,P+,,,,
4533804,E5,,P+,,,,
4536802,E1,P+,P+,,,,
4539335,E3,P+,P+,,,,
4539432,E2,N-,,,,,
4539726,E1,,P+,,,,
4540330,E4,,,N-,,,No Change
4541303,E1,,P+,,,P+,
4542306,E1,P+,P+,,P+,,
4542492,E6,,N-,,,,
4542538,E1,,P+,,,,
4544857,E4,N-,,,,,
4546487,E4,N-,,,,,
4546979,E3,P+,P+,,,,
4547843,E1,,P+,,,,
4549299,E3,,P+,,,,
4549886,E5,,P+,,,,
4550125,E3,P+,P+,,P+,,
4551279,E4,N-,,,N-,,
4552157,E3,,P+,,,,
4552432,E4,N-,,,,,
4553440,E6,N-,,,,,
4553831,E6,,,,,N-,
4553940,E1,P+,P+,,,,
4555556,E4,N-,,,,,
4558564,E1,P+,P+,,P+,P+,
4559166,E1,,P+,,,,
4560841,E3,,P+,,,,
4561431,E1,P+,P+,,P+,P+,
4561988,E5,,,,,P+,
4562370,E5,,P+,,,,
4563526,E5,,P+,,,,
4565646,E1,P+,P+,,P+,,
4566560,E3,,P+,,,,
4567711,E1,,P+,,,,
4570274,E1,P+,P+,,P+,,
4572771,E3,,P+,,,,
4573275,E2,,,,N-,,
4573416,E1,P+,P+,,,,
4575038,E5,,,,,P+,
4575146,E5,,P+,,,,
4575958,E5,,P+,,,P+,
4576634,E2,,,,,N-,
4577209,E6,N-,,,,,
4579659,E3,P+,P+,,,,
4579722,E3,P+,P+,,,,
4579965,E1,,P+,,,,
4580155,E4,,,N-,,,No Change
4582053,E5,,P+,,,,
4582631,E3,,P+,,,,
4582931,E1,P+,P+,,,,
4584081,E5,,P+,,,,
4584668,E5,,P+,,,,
4585292,E3,,P+,,,,
4585329,E4,N-,,,,,
4586519,E1,P+,P+,,,,
4587367,E6,,,N-,,,
4587544,E6,N-,,,,,
4587729,E3,P+,P+,,P+,,
4587787,E4,,,,N-,,
4588865,E1,,P+,,,,
4592137,E3,,P+,,,,
4592695,E1,P+,P+,,P+,P+,
4593188,E2,N-,,,,,
4594155,E6,N-,,,N-,,
4594676,E3,,P+,,,P+,
4594725,E4,N-,,,,,
4595011,E1,P+,P+,,,,
4595033,E4,,,,N-,,
4595754,E6,N-,,N-,,,No Change
4597925,E1,,P+,,,,
4602254,E6,N-,,,,,
4603826,E2,N-,,,,,
4604127,E3,,P+,,P+,P+,
4608646,E4,,,N-,,,More
4609353,E1,P+,P+,,,,
4609594,E1,P+,P+,,,,
4611295,E1,,P+,,,,
4611369,E6,N-,,,,,
4612492,E6,N-,,,,,
4612903,E1,,P+,,,,
4614790,E2,,,,N-,,
4615021,E2,,,N-,,,
4615374,E5,,P+,,,,
4616015,E1,P+,P+,,,,
4616461,E1,,P+,,P+,,
4617072,E3,,P+,,,,
4617224,E5,,P+,,,,
4619951,E2,,,,N-,,
4620932,E4,N-,,,,,
4625024,E3,P+,P+,,,,
4625478,E6,,,,,N-,
4625615,E1,,P+,,,,
4627864,E1,,P+,,,,
4628980,E6,N-,,,,,
4629222,E1,,P+,,,,
4629865,E1,P+,P+,,,,
4630254,E5,,P+,,,,
4630642,E1,,P+,,,,
4630909,E6,,,N-,,,
4635679,E1,P+,P+,,,,
4636929,E4,,,,N-,,
4637202,E5,,P+,,,,
4638069,E5,,P+,,,,
4639202,E3,,P+,,,,
4640453,E1,P+,P+,,,,
4643616,E5,,P+,,,,
4644077,E4,N-,,,,,
4647706,E3,,P+,,,,
4648930,E6,,,,N-,,
4649134,E4,N-,,,,,
4649258,E6,N-,,,,,
4649858,E3,,P+,,,,
4650211,E3,,P+,,,,
4650717,E5,,P+,,,,
4651283,E5,,P+,,,,
4652699,E4,,,N-,,,More
4652870,E1,P+,P+,,P+,,
4653249,E3,,P+,,,,
4656208,E1,P+,P+,,,,
4657243,E5,,P+,,,,
4657493,E2,N-,,,,,
4657831,E1,P+,P+,,,,
4658698,E1,,P+,,P+,,
4658970,E1,P+,P+,,,,
4661216,E2,,,,N-,,
4661787,E4,N-,,,,,
4664582,E1,,P+,,,,
4664642,E1,P+,P+,,P+,,
4665886,E2,N-,,,,,
4666470,E3,,P+,,,,
4668067,E1,,P+,,,,
4668455,E5,,P+,,,,
4668542,E6,N-,,,,,
4669187,E3,,P+,,P+,,
4669239,E5,,,,,P+,
4670546,E5,,,,,P+,
4672333,E3,,P+,,,,
4673281,E1,P+,P+,,,,
4673376,E4,N-,,,,,
4675037,E3,,,,P+,,
4676627,E1,,P+,,,,
4676880,E6,,,,N-,,
4677016,E3,,P+,,,,
4677576,E1,,P+,,,,
4677829,E2,,,,N-,,
4678028,E4,N-,,,,,
4679516,E6,,,N-,,,
4680332,E4,N-,,,,,
4680542,E4,N-,,,,,
4681122,E6,N-,,,,,
4681478,E1,P+,P+,,P+,,
4682964,E2,N-,,,,,
4683294,E3,,P+,,,,
4683425,E4,N-,,,,,
4683454,E4,N-,,N-,,,
4683731,E1,,P+,,,,
4684166,E1,P+,P+,,,,
4685217,E4,,,,,N-,
4686334,E3,,P+,,,,
4686350,E3,,P+,,,,
4689088,E5,,P+,,,,
4690048,E1,P+,P+,,,,
4694136,E1,,P+,,,,
4694153,E4,N-,,,,,
4696450,E1,,P+,,,,
4698252,E1,,P+,,,,
4698742,E6,,,,,N-,
4699514,E3,P+,P+,,,,
4701475,E5,,P+,,,,
4702046,E1,P+,P+,,,,
4703835,E4,,,,N-,,
4704605,E1,P+,P+,,,,
4706367,E4,,,N-,,,
4706867,E5,,P+,,,,
4707965,E5,,P+,,,,
4709172,E5,,P+,,,,
4711130,E6,,,N-,,,No Change
4711226,E4,N-,,,,,
4712135,E5,,P+,,,,
4713230,E5,,P+,,,,
4714788,E2,N-,,,,,
4715177,E6,N-,,,,,
4715184,E3,,P+,,,,
4716129,E5,,P+,,,,
4717603,E1,P+,P+,,P+,,
4717898,E4,,,N-,,,No Change
4718211,E1,P+,P+,,,,
4719157,E1,,P+,,P+,,
4719264,E6,,,,,N-,
4722415,E1,P+,P+,,,,
4723686,E1,,P+,,,,
4724000,E1,P+,P+,,,,
4724699,E3,P+,P+,,,,
4724712,E3,,P+,,,,
4724917,E5,,P+,,,,
4725020,E3,P+,P+,,P+,,
4726128,E6,N-,,,N-,,
4727567,E5,,P+,,,,
4728144,E4,N-,,,N-,,
4728933,E1,,P+,,P+,,
4730734,E3,,P+,,,,
4732389,E4,,,,N-,,
4732546,E3,,P+,,P+,,
4732556,E5,,P+,,,,
4732862,E5,,P+,,,,
4732893,E1,P+,P+,,P+,,
4733124,E4,N-,,,,,
4734227,E3,,P+,,,,
