HH,EndPoint,C,E,M,V,OTH,FOLLOWUP
5650149,E6,,,,N-,,
5650191,E3,,P+,,P+,,
5651524,E3,,P+,,,,
5653824,E4,N-,,,N-,,
5656657,E1,,P+,,,,
5657960,E4,N-,,,,,
5658372,E4,N-,,,N-,,
5659225,E5,,P+,,,,
5659697,E3,P+,P+,,,,
5659868,E1,P+,P+,,,,
5660289,E4,,,,,N-,
5661916,E5,,P+,,,,
5662191,E1,P+,P+,,,,
5662572,E2,N-,,,,,
5662738,E5,,P+,,,,
5664447,E3,,P+,,,,
5665907,E3,,P+,,P+,,
5666837,E1,P+,P+,,P+,,
5669123,E5,,P+,,,,
5670359,E3,,P+,,,,
5670765,E1,P+,P+,,,,
5672712,E1,,P+,,,,
5673476,E1,,P+,,,,
5674752,E4,,,,N-,,
5674885,E1,P+,P+,,P+,,
5675124,E3,,P+,,,P+,
5675185,E1,P+,P+,,,,
5676517,E5,,P+,,,,
5677641,E4,N-,,,,,
5678644,E1,P+,P+,,P+,,
5680405,E1,,P+,,,,
5681800,E4,N-,,,N-,,
5683908,E1,,P+,,,,
5690121,E4,N-,,,,,
5691252,E3,,P+,,,,
5697731,E5,,P+,,,,
5699745,E1,P+,P+,,,,
5700158,E1,P+,P+,,,,
5700824,E3,,P+,,,,
5701373,E2,,,N-,,,
5702858,E1,,P+,,P+,,
5703131,E2,,,,N-,,
5703247,E4,N-,,,,,
5703892,E1,P+,P+,,P+,,
5704028,E3,,P+,,,,
5704544,E1,,P+,,,,
5705177,E6,N-,,,,,
5706121,E3,P+,P+,,,,
5706657,E1,,P+,,,,
5707904,E3,,P+,,,,
5709471,E2,N-,,,,,
5710110,E3,,P+,,P+,,
5710384,E1,P+,P+,,P+,,
5710570,E1,,P+,,,,
5710817,E3,,P+,,,,
5712421,E1,P+,P+,,,,
5712856,E2,N-,,,,,
5713073,E3,,P+,,P+,,
5713683,E4,N-,,,,,
5714140,E1,P+,P+,,,,
5714727,E5,P+,P+,,,,
5715318,E2,N-,,,,,
5715434,E3,,P+,,,,
5716760,E1,P+,P+,,P+,,
5719210,E1,,P+,,,,
5719785,E1,,P+,,,,
5720383,E4,N-,,,,,
5720974,E1,,P+,,,,
5721063,E4,,,,N-,,
5721063,E5,,P+,P+,,,
5722061,E6,,,N-,,,No Change
5722272,E3,,P+,,,,
5722496,E1,P+,P+,,,,
5722786,E1,,P+,,,,
5723235,E5,,P+,,,,
5723646,E1,P+,P+,,P+,,
5723974,E4,N-,,,,,
5724648,E1,,P+,,,,
5725202,E5,,,P+,,P+,
5726212,E5,,P+,,,,
5728288,E5,,P+,,,,
5729154,E1,P+,P+,,,,
5729574,E5,,,,,P+,
5730001,E5,,P+,,,,
5731798,E3,P+,P+,,,,
5732473,E5,,P+,,,,
5732613,E1,P+,P+,,,,
5732929,E3,,P+,,,,
5734071,E3,,P+,,,,
5734354,E4,N-,,,,,
5734621,E1,,P+,,,,
5734629,E1,,P+,,,,
5735813,E3,,P+,,,,
5735827,E2,,,,N-,N-,
5736166,E6,N-,,,,,
5736170,E5,,,,,P+,
5736666,E5,,P+,,,,
5737525,E3,,P+,,,,
5738625,E1,,P+,,,,
5738834,E5,,P+,,,,
5739238,E4,N-,,,,,
5740512,E5,,P+,,,,
5740669,E5,,P+,,,,
5740802,E6,N-,,,,,
5741127,E2,,,N-,N-,,
5741412,E3,,P+,,,,
5741466,E4,,,N-,,,More
5742154,E4,N-,,,,,
5742786,E3,P+,P+,,,,
5742911,E4,,,,N-,,
5742928,E3,P+,P+,,,,
5742954,E6,,,N-,,,No Change
5744425,E5,,P+,,,,
5744807,E6,,,N-,,,No Change
5745153,E4,N-,,,,,
5745211,E1,P+,P+,,P+,P+,
5745551,E1,P+,P+,,P+,,
5745682,E4,,,N-,,,
5745746,E3,,P+,,,,
5746018,E2,,,,,N-,
5746572,E3,,P+,,P+,,
5747004,E4,N-,,,,,
5747074,E5,,P+,,,,
5747075,E1,,P+,,,,
5747447,E4,,N-,,,,
5748184,E3,P+,P+,,P+,P+,
5748378,E6,N-,,,,,
5749145,E1,P+,P+,,,,
5750052,E1,P+,P+,,,,
5751271,E1,,P+,,,,
5751760,E4,N-,,,,,
5751774,E1,,P+,,,,
5752353,E5,,P+,,,,
5752516,E4,,,,N-,,
5753397,E1,,P+,,,,
5753846,E1,P+,P+,,P+,,
5754039,E4,N-,,,,,
5754596,E6,,,,N-,,
5754869,E3,,P+,,P+,,
5754877,E6,N-,,,,,
5756056,E5,,P+,,,,
5756862,E3,,P+,,,,
5758150,E5,P+,P+,,,,
5758586,E5,,P+,,,,
5759730,E3,,P+,,,,
5760299,E4,N-,,,,,
5760450,E3,,P+,,,,
5760524,E6,N-,,,,,
5760553,E4,N-,,,N-,,
5761065,E2,,,,N-,,
5762322,E3,,P+,,,,
5762475,E1,P+,P+,,P+,,
5762595,E3,P+,P+,,,,
5762839,E6,,,N-,,,
5763086,E3,,P+,,,,
5764288,E1,P+,P+,,,,
5764959,E1,P+,P+,,,,
5765850,E4,N-,,,,,
5766005,E5,,P+,,,,
5766025,E4,,,,N-,,
5766135,E4,N-,,,,,
5766782,E5,,,P+,,,
5767029,E4,N-,,,,,
5767287,E4,N-,,,,,
5767584,E5,,P+,P+,,,
5768476,E1,P+,P+,,P+,,
5769317,E1,,P+,,,,
5769362,E3,P+,P+,,,,
5770299,E6,,,,N-,,
5770416,E3,P+,P+,,,,
5770555,E4,N-,,,,,
5770702,E3,P+,P+,,P+,,
5770873,E3,,P+,,,,
5770924,E4,,,,N-,,
5771161,E1,P+,P+,,,,
5772691,E4,,,N-,,,No Change
5772705,E1,,P+,,,,
5772986,E5,,P+,,,,
5772991,E3,,P+,,,,
5774011,E3,,P+,,,,
5774222,E1,,P+,,,,
5774513,E4,,,,N-,,
5774672,E5,,P+,,,,
5775102,E3,P+,P+,,,,
5775301,E3,P+,P+,,,,
5777280,E3,P+,P+,,,,
5777403,E2,N-,,,,,
5778036,E1,,P+,,,,
5778305,E4,N-,,,,,
5778947,E1,P+,P+,,,,
5779194,E4,N-,,,,,
5779504,E3,P+,P+,,,,
5780051,E1,P+,P+,,P+,,
5780265,E5,,P+,,,,
5780733,E1,P+,P+,,,,
5781094,E4,N-,,,,,
5781376,E4,N-,,,,,
5781445,E3,,P+,,,,
5783398,E5,,P+,,,,
5784356,E5,,P+,,,,
5784568,E5,,P+,,,,
5788337,E5,,P+,,,,
5788611,E6,,,,,N-,
5790037,E5,,P+,,,,
5790734,E1,P+,P+,,P+,,
5790992,E6,,,N-,,,No Change
5791988,E1,,P+,,,,
5792065,E1,P+,P+,,,,
5792078,E6,N-,,,,,
5792433,E3,,P+,,,,
5792842,E3,,P+,,,,
5793381,E4,N-,,,,,
5793503,E1,,P+,,,,
5794221,E3,,P+,,,,
5794411,E1,P+,P+,,P+,,
5794751,E1,P+,P+,,P+,,
5795305,E1,P+,P+,,,,
5796026,E1,,P+,,,,
5796549,E6,,,N-,,,No Change
5796956,E3,P+,P+,,P+,,
5797027,E1,,P+,,,,
5799327,E3,,P+,,,,
5799755,E5,,P+,,,,
5799811,E1,,P+,,,,
5800089,E5,,P+,,,,
5800456,E6,,,,N-,,
5800521,E5,,,P+,,,
5800600,E1,,P+,,,,
5800776,E4,,N-,,,,
5800776,E5,,,P+,,,
5800928,E1,P+,P+,,P+,,
5801128,E1,,P+,,,,
5801654,E3,P+,P+,,P+,,
5803105,E1,P+,P+,,P+,,
5804017,E1,P+,P+,,P+,,
5805208,E1,,P+,,,,
5805633,E6,,,,N-,,
5806437,E6,,,N-,,,More
5806477,E1,P+,P+,,P+,,
5806796,E5,,P+,,,,
5808470,E1,P+,P+,,,,
5811473,E3,,P+,,,,
5811782,E5,,P+,,,,
5811986,E3,P+,P+,,,,
5812186,E4,,,N-,,,
5812758,E5,,P+,,,,
5814211,E5,,P+,,,,
5814288,E4,,,N-,,,No Change
5814485,E4,N-,,,,N-,
5815247,E1,P+,P+,,,,
5815631,E5,,P+,,,,
5816916,E6,,,,,N-,
5817977,E1,P+,P+,,,,
5818367,E3,,P+,,,,
5820749,E4,,N-,,,,
5821032,E4,,,,N-,,
5822438,E3,,P+,,,,
5822664,E6,N-,,,,,
5822936,E1,P+,P+,,P+,,
5823872,E6,N-,,,,,
5823944,E6,,,,,N-,
5824418,E4,N-,,,,,
5824581,E3,P+,P+,,P+,,
5824809,E3,,P+,,,,
5826075,E3,,P+,,,,
5826531,E3,,P+,,,,
5827341,E3,,P+,,,,
5827343,E1,P+,P+,,P+,,
5828935,E4,,,,N-,,
5832005,E2,,,,N-,,
5832701,E1,P+,,,,,
5835789,E3,P+,P+,,,,
5835915,E5,P+,P+,,,,
5836014,E1,P+,P+,,,,
5836242,E6,,,,,N-,
5836347,E1,,P+,,,,
5836571,E3,,,,,P+,
5836629,E4,N-,,,,,
5836805,E3,,P+,,,,
5837352,E6,,,N-,,,No Change
5838222,E4,,N-,,,,
5838524,E3,,P+,,,,
5840533,E4,N-,,,,,
5841006,E1,P+,P+,,,,
5843004,E1,,P+,,,,
5843761,E6,,,N-,,,No Change
5844542,E5,,P+,,,,
5845276,E6,,,N-,,,
5845299,E4,N-,,,,,
5848872,E1,P+,P+,,,,
5849486,E3,,P+,,,,
5851465,E5,,P+,,,,
5852201,E1,P+,P+,,P+,,
5852850,E4,N-,,,,,
5853653,E1,,P+,,,,
5854382,E5,,P+,,,,
5854407,E1,,P+,,P+,,
5854661,E5,,P+,,,,
5854767,E4,,,,N-,,
5856267,E5,,P+,,,,
5856752,E5,,P+,,,,
5857212,E3,,P+,,,,
5857576,E1,,P+,,,,
5859683,E5,,P+,,,,
5860444,E1,,P+,,,,
5860569,E1,P+,P+,,,,
5861237,E4,,,N-,,,More
5861921,E5,,P+,,,,
5862747,E1,P+,P+,,,,
5865386,E5,,P+,,,,
5865438,E4,N-,,,,,
5867222,E4,N-,,,,,
5867984,E3,,P+,,,,
5868254,E2,,,,N-,,
5868985,E1,P+,P+,,P+,,
5869778,E4,,,N-,,,
5870610,E1,,P+,,,,
5870884,E1,,P+,,,,
5871735,E4,,,N-,,,
5871778,E1,P+,P+,,,P+,
5872424,E1,,P+,,,,
5873097,E1,P+,P+,,,,
5873631,E3,,P+,,,,
5873875,E5,,P+,,,,
5874687,E1,P+,P+,,,,
5875188,E1,P+,P+,,,,
5875611,E1,P+,P+,,,,
5875624,E3,,P+,,,,
5876417,E1,P+,P+,,P+,,
5876756,E3,P+,P+,,P+,,
5878142,E1,,P+,,,,
5879839,E4,N-,,,,,
5879865,E3,,P+,,,,
5880006,E5,,P+,,,,
5881312,E5,,P+,,,,
5881361,E6,,,N-,,,No Change
5881733,E3,,P+,,P+,,
5884441,E1,,P+,,,,
5884779,E4,N-,,,,,
5885089,E3,,P+,,,,
5885256,E5,,P+,,,,
5885501,E5,,P+,,,,
5885540,E6,,,,,N-,
5885820,E1,P+,P+,,P+,,
5885919,E1,P+,P+,,P+,P+,
5886416,E4,,,N-,,,
5886477,E4,N-,,,N-,,
5886505,E6,N-,,,,,
5887228,E1,P+,P+,,P+,,
5887323,E1,P+,P+,,P+,,
5888050,E4,,,,N-,,
5888108,E4,,,N-,,N-,
5888227,E2,N-,,,,,
5888581,E1,P+,P+,,,,
5888582,E5,,P+,,,,
5888974,E3,P+,P+,,,,
5888999,E1,,P+,,,,
5889422,E1,P+,P+,,,,
5889857,E3,,P+,,,,
5890047,E1,,P+,,,,
5890778,E3,P+,P+,,P+,,
5890787,E1,P+,P+,,,,
5891067,E1,P+,P+,,,,
5891470,E4,N-,,,,,
5891779,E5,,,,,P+,
5892765,E6,,,,N-,,
5892831,E5,,P+,,,,
5892841,E2,N-,,,N-,,
5892993,E5,,P+,,,,
5893214,E3,,P+,,,,
5894062,E3,,P+,,,P+,
5894356,E4,,,,,N-,
5894538,E3,,P+,,,,
5894645,E4,N-,,,,,
5896449,E3,,P+,,,,
5896517,E5,,P+,,,,
5896522,E6,N-,,,,,
5896547,E3,P+,P+,,,,
5896581,E1,P+,P+,,,,
5896654,E1,P+,P+,,P+,,
5896808,E1,P+,P+,,,,
5897370,E6,,,N-,,,
5897410,E3,,P+,,,,
5897979,E4,,,,N-,,
5898733,E3,,,,,P+,
5898746,E5,P+,P+,,,,
5899188,E3,,P+,,,,
5899207,E4,N-,,,,,
5899246,E1,P+,P+,,,,
5899361,E1,P+,P+,,P+,,
5899487,E6,,N-,,,,
5899508,E5,,P+,,,,
5899717,E1,P+,P+,,,,
5901650,E5,,P+,,,,
5901652,E3,,P+,,,,
5902808,E6,,,,,N-,
5903141,E1,P+,P+,,P+,,
5904828,E3,,P+,,,,
5904861,E1,P+,P+,,,,
5904939,E5,,P+,,,,
5908327,E1,P+,P+,,,,
5916570,E1,P+,P+,,,,
5916903,E3,,P+,,,,
5917574,E4,N-,,,,,
5918798,E4,N-,,,,,
5920720,E1,P+,P+,,,,
5922005,E4,N-,,,,,
5923093,E4,,,N-,,,Less
5925801,E1,,P+,,,,
5929357,E1,,P+,,P+,,
5929768,E3,,P+,,,,
5929911,E1,P+,P+,,,,
5933127,E1,,P+,,,,
5934136,E1,P+,P+,,,,
5935539,E3,,P+,,,,
5936584,E4,N-,,,,,
5937735,E6,N-,,,,,
5938506,E1,P+,P+,,P+,,
5940640,E5,,P+,,,,
5941011,E4,,,N-,,,More
5941237,E1,P+,P+,,P+,,
5941718,E1,,P+,,,,
5946980,E1,,P+,,,,
5948331,E2,N-,,,,,
5951080,E5,,P+,P+,,,
5952301,E2,N-,,,,,
5953122,E6,,,,,N-,
5953274,E1,,P+,,,,
5957671,E4,,,,,N-,
5958932,E5,,,,,P+,
5961140,E3,,P+,,,,
5972789,E1,P+,P+,,,,
5974002,E3,,P+,,P+,,
5974880,E1,P+,P+,,,,
5976605,E4,N-,,,,,
5977588,E1,,P+,,,,
5978501,E1,P+,P+,,P+,,
5980502,E4,N-,,,,,
5983210,E4,,,,N-,,
5984211,E6,,,N-,,,Less
5984330,E3,P+,P+,,,,
5985311,E3,,P+,,,,
5986916,E4,N-,,,,,
5987473,E1,P+,P+,,P+,,
5988731,E1,P+,P+,,P+,,
5989993,E6,,N-,,,,
5990078,E5,,P+,,,,
5991296,E1,P+,P+,,,,
5991607,E1,P+,P+,,,,
5992177,E4,N-,,,N-,,
5992925,E6,N-,,,,,
5994377,E1,P+,P+,,P+,,
5995349,E4,N-,,,,,
5996984,E4,,,N-,,,More
6001748,E3,,P+,,,,
6003371,E3,P+,P+,,P+,,
6005535,E2,,,N-,,,
6006011,E3,,P+,,,,
6006284,E3,,P+,,,,
6007049,E5,,P+,,,,
6007244,E3,,P+,,,,
6008131,E3,,P+,,,,
6009092,E3,P+,P+,,P+,,
6011553,E5,,P+,,,,
6013233,E6,,,,N-,,
6013689,E5,,P+,,,,
6020092,E5,,P+,,,,
6021883,E5,,P+,,,,
6022295,E1,,P+,,,,
6022442,E6,,,N-,,,
6024499,E6,,,N-,,,
6027502,E5,,P+,,,,
6027715,E1,P+,P+,,,,
6028123,E1,,P+,,P+,,
6029084,E5,,P+,,,,
6030322,E1,,P+,,,,
6031044,E5,,P+,,,,
6034168,E3,,P+,,,,
6034377,E5,,P+,,,,
6034958,E6,N-,,,,,
6036940,E1,P+,P+,,P+,,
6036984,E5,,P+,,,,
6037863,E1,P+,P+,,P+,,
6038059,E1,P+,P+,,P+,,
6039073,E3,,P+,,,,
6040802,E4,,,,N-,,
6041030,E5,,P+,,,,
6042057,E4,,,,,N-,
6042169,E1,,P+,,,,
6044075,E6,N-,,,,,
6044182,E3,,P+,,,,
6045708,E1,,P+,,,,
6047587,E1,P+,P+,,,,
6048420,E4,N-,,N-,,,No Change
6049589,E5,,,,,P+,
6050223,E4,,,,N-,,
6051343,E5,,P+,,,,
6052628,E1,P+,P+,,P+,,
6052784,E6,N-,,N-,,,
6054840,E1,P+,P+,,,,
6055574,E1,P+,P+,,,,
6057479,E6,,,N-,,,
6057837,E5,,P+,,,,
6059196,E1,P+,P+,,,,
6059822,E5,,P+,,,,
6059949,E3,,,,P+,,
6060172,E1,,P+,,,,
6060251,E1,,P+,,P+,,
6061203,E1,,P+,,,,
6063780,E2,,,N-,N-,,More
6064097,E3,P+,P+,,P+,,
6064906,E4,N-,,,,,
6064938,E3,,P+,,,,
6065229,E4,N-,,,,,
6065815,E4,,,,N-,,
6065836,E1,P+,P+,,P+,,
6066159,E5,,P+,,,,
6066487,E1,P+,P+,,P+,,
6067854,E1,,P+,,P+,,
6069330,E1,P+,P+,,,,
6069409,E5,,P+,,,,
6069542,E6,N-,,,,,
6070045,E4,,,,N-,,
6071666,E6,N-,,,,,
6071761,E5,,P+,,,,
6071946,E1,P+,P+,,P+,,
6073773,E6,N-,,,,,
6073990,E4,N-,,,,,
6084541,E1,P+,P+,,,,
6084889,E3,,P+,,,,
6085735,E3,P+,P+,,,,
6087411,E1,P+,P+,,P+,,
6088127,E6,,,N-,,,No Change
6088601,E4,N-,,,,,
6091265,E5,,P+,,,,
6092951,E3,,P+,,,,
6093332,E4,,,,N-,,
6093413,E4,N-,,,,,
6094902,E1,,P+,,P+,,
6101342,E6,,,N-,,,No Change
6103527,E1,P+,P+,,P+,,
6103669,E3,P+,P+,,,P+,
6103689,E5,,P+,,,,
6103889,E3,P+,P+,,P+,,
6107265,E1,P+,P+,,P+,,
6109067,E1,,P+,,,,
6109612,E1,P+,P+,,,,
6113893,E1,,P+,,,,
6116528,E3,P+,P+,,,,
6118307,E6,N-,,,,,
6118712,E3,P+,P+,,,,
6120361,E1,P+,P+,,,,
6120693,E4,N-,,,,,
6120879,E1,,P+,,P+,,
6120974,E5,,P+,,,,
6121278,E2,N-,,,,,
6125147,E6,N-,,,,,
6126026,E1,,P+,,P+,,
6126715,E1,,P+,,,,
6128415,E4,N-,,,,,
6128562,E5,,P+,,,,
6128792,E1,P+,P+,,,,
6129003,E3,P+,P+,,,P+,
6129707,E1,P+,P+,,,,
6131396,E1,P+,P+,,,,
6131468,E6,,,,,N-,
6133515,E5,,P+,,,,
6134091,E1,,P+,,,,
6136429,E1,,P+,,P+,,
6136519,E1,P+,P+,,P+,,
6137237,E6,,,,,N-,
6138032,E1,,P+,,,,
6138883,E5,,P+,,,,
6138975,E1,,P+,,,,
6141564,E4,N-,,,,,
6141897,E1,P+,P+,,,,
6142269,E1,P+,P+,,,,
6142474,E6,N-,,,,,
6144253,E1,P+,P+,,,,
6144290,E5,,,,,P+,
6144755,E4,N-,,,,,
6145571,E4,,,,,N-,
6145965,E1,P+,P+,,P+,,
6146799,E4,N-,,,,,
6146909,E6,N-,,,,,
6148379,E2,,,,N-,,
6149382,E5,,P+,,,,
6149389,E4,,,,N-,,
6152913,E1,P+,P+,,,,
6154094,E1,P+,P+,,,,
6155025,E1,P+,P+,,,,
6156764,E4,,,,N-,,
6157333,E2,N-,,,,,
6157963,E6,,,N-,,,
6158169,E4,N-,,,,,
6158634,E1,P+,P+,,,,
6158779,E5,,P+,,,,
6161188,E1,P+,P+,,,P+,
6161523,E1,,P+,,,,
6166946,E1,P+,P+,,,,
6168050,E1,,P+,,,,
6168880,E5,,P+,,,,
6170751,E1,P+,P+,,,,
6170804,E4,N-,,,,,
6171098,E2,N-,,,,,
6171562,E3,,P+,,,,
6174120,E4,N-,,,,,
6174456,E3,,P+,,,,
6174642,E3,,P+,,,,
6174846,E3,P+,P+,,,,
6175959,E1,P+,P+,,,,
6176332,E1,P+,,,P+,,
6177416,E6,N-,,N-,,,
6179708,E3,,P+,,,,
6180245,E5,,P+,,,,
6180612,E5,,P+,,,,
6182129,E2,N-,,,,,
6182452,E6,,,,,N-,
6182857,E1,P+,P+,,,,
6183034,E3,,P+,,,,
6183158,E3,,P+,,,,
6183744,E1,P+,P+,,,,
6184629,E2,,,N-,,,
6185343,E4,N-,,,,,
6186309,E3,,P+,,,,
6190906,E4,N-,,,,,
6192210,E3,P+,P+,,,,
6192247,E5,,P+,,,,
6192528,E1,P+,P+,,P+,,
6192528,E1,P+,P+,,P+,,
6193134,E5,,P+,,,,
6197167,E1,,P+,,,,
6197940,E4,N-,,,,,
6198812,E1,P+,P+,,,,
6199205,E1,P+,P+,,,,
6199602,E5,,P+,,,,
6200777,E2,N-,,N-,,,No Change
6203232,E4,,,N-,,,More
6204837,E1,P+,P+,,,,
6206334,E3,,P+,,,,
6206981,E5,,P+,,,,
6209154,E6,N-,,,,,
6210908,E4,,,,N-,,
6214039,E2,N-,,,,,
6214377,E1,P+,P+,,P+,,
6214615,E4,N-,,,,,
6216012,E1,P+,P+,,,,
6216030,E5,,P+,,,,
6220323,E1,P+,P+,,P+,,
6220335,E3,,P+,,,,
6220355,E1,,P+,,,,
6220678,E6,,,,,N-,
6221605,E1,P+,P+,,P+,P+,
6221605,E6,,,,,N-,
6222106,E6,,,,N-,,
6222383,E1,,P+,,,,
6222466,E4,N-,,,,,
6222816,E1,P+,P+,,,,
6224338,E3,P+,P+,,P+,,
6226256,E4,,,N-,,,No Change
6228160,E1,P+,P+,,,,
6228518,E1,,P+,,,,
6228754,E3,,P+,,,,
6229297,E1,P+,P+,,,,
6231560,E4,N-,,,N-,,
6233525,E4,,,,N-,,
6234420,E5,P+,,,,,
6235845,E1,P+,P+,,,,
6236450,E6,N-,,,,,
6236488,E4,N-,,,,,
6239425,E1,P+,P+,,,,
6239849,E5,,P+,,,,
6240729,E1,P+,P+,,P+,,
6241510,E1,P+,P+,,P+,,
6242617,E1,P+,P+,,P+,,
6244303,E4,N-,,N-,,,
6245944,E3,,P+,,,,
6246730,E1,,P+,,,,
6248040,E3,,P+,,,,
6248929,E1,P+,P+,,,,
6249124,E6,N-,,,,,
6249626,E1,P+,P+,,,,
6250445,E1,P+,P+,,P+,,
6250598,E3,,P+,,,,
6250804,E2,,,N-,,,
6252223,E1,P+,P+,,P+,,
6252487,E1,P+,P+,,,,
6252643,E5,,P+,,,,
6253137,E1,P+,P+,,,,
6253419,E1,P+,P+,,,,
6253917,E1,,P+,,,,
6254590,E5,,P+,,,,
6255050,E5,,P+,,,,
6258673,E5,,,,,P+,
6259379,E5,,P+,,,,
6259878,E5,,,,,P+,
6261586,E1,P+,P+,,,,
6262819,E3,P+,P+,,,,
6267171,E2,,,N-,,,
6267248,E5,,P+,,,,
6267476,E4,,,,N-,,
6267914,E4,N-,,,,,
6270440,E3,P+,P+,,,,
6270537,E3,P+,P+,,,,
6271171,E3,,P+,,P+,,
6272142,E1,P+,P+,,,,
6272214,E3,,P+,,,,
6272563,E1,P+,P+,,,,
6273923,E5,,P+,,,,
6274081,E4,N-,,,N-,,
6274451,E1,P+,P+,,,,
6275268,E4,,,N-,,,No Change
6280086,E1,P+,P+,,,,
6284034,E3,P+,P+,,,,
6284064,E5,,P+,,,,
6284202,E5,,P+,,,,
6284363,E5,,P+,,,,
6286284,E3,,P+,,,,
6287536,E5,,P+,,,,
6287809,E3,,P+,,,,
6287849,E5,,P+,,,,
6288575,E2,,,N-,,,
6290185,E3,,P+,,,P+,
6290394,E1,P+,P+,,,,
6291921,E1,,P+,,,,
6293158,E3,,P+,,,,
6294520,E6,N-,,,,,
6296042,E5,,P+,,,,
6296207,E5,,P+,,,,
6296430,E5,,P+,,,,
6296453,E1,P+,P+,,,,
6296949,E2,,,,N-,,
6298510,E1,P+,P+,,,,
6298634,E5,,P+,P+,,,
6298799,E3,,P+,,,,
6299986,E4,,,N-,,,No Change
6300191,E1,,P+,,,,
6300529,E6,N-,,,,,
6303648,E3,,P+,,,,
6304308,E3,P+,,,,,
6304892,E5,,P+,,,,
6309602,E1,,P+,,,,
6311411,E1,,P+,,,,
6312442,E1,P+,P+,,P+,,
6313033,E1,,P+,,,,
6314129,E1,,P+,,,,
6314463,E4,,,N-,,,More
6314557,E5,,P+,,,,
6314651,E4,,,N-,,,No Change
6314780,E1,P+,P+,,,,
6316859,E3,P+,P+,,P+,,
6317490,E5,,P+,,,,
6317522,E3,,P+,,,,
6317690,E1,,P+,,,,
6318261,E5,,P+,,,,
6319046,E4,N-,,,,,
6321012,E4,,,,N-,,
6322702,E5,,P+,,,,
6322725,E1,P+,P+,,,,
6323566,E3,P+,P+,,P+,,
6325570,E5,P+,P+,,,,
6328649,E5,,P+,,,,
6329064,E3,P+,P+,,,,
6330325,E3,P+,P+,,P+,,
6330433,E6,N-,,,,,
6332598,E4,,,,N-,,
6333547,E3,,P+,,P+,P+,
6334553,E3,P+,P+,,P+,,
6334799,E3,P+,P+,,,,
6336464,E4,N-,,,,,
6338175,E5,,P+,,,,
6339102,E4,,,,N-,,
6339241,E3,,P+,,,,
6340089,E4,,,N-,,,No Change
6343097,E4,N-,,,,,
6343818,E1,P+,P+,,,,
6345610,E1,P+,P+,,,,
6345664,E1,,P+,,,,
6345947,E5,,P+,,,,
6347062,E1,P+,P+,,,,
6347070,E1,,P+,,,,
6348290,E4,N-,,,,,
6350114,E1,P+,P+,,P+,,
6350607,E5,,P+,,,,
6354113,E3,P+,P+,,P+,,
6355117,E1,,P+,,,,
6356491,E5,,P+,,,,
6357405,E5,,P+,,,,
6359339,E1,P+,P+,,,,
6360355,E1,P+,P+,,,,
6360368,E3,,P+,,,,
6360910,E1,P+,P+,,,,
6361885,E2,,,,,N-,
6362888,E4,N-,,,,N-,
6363662,E4,N-,,,,,
6365163,E3,,P+,,,,
6366049,E6,N-,,,,,
6366379,E5,,P+,,,,
6367447,E4,N-,,,,,
6370910,E5,,P+,,,,
6371508,E1,P+,P+,,,,
6374085,E5,,P+,,,,
6375402,E4,,,,N-,,
6377633,E3,,P+,,,,
6378382,E1,,P+,,,,
6379254,E4,N-,,,,,
6379456,E1,P+,P+,,,,
6379960,E3,P+,P+,,,,
6382057,E1,,P+,,,,
6383312,E1,,P+,,,,
6384634,E1,P+,P+,,,,
6385104,E5,,P+,,,,
6387349,E1,,P+,,,,
6387458,E1,P+,P+,,P+,,
6387974,E4,,,,N-,,
6388009,E1,,P+,,P+,,
6389149,E1,P+,P+,,,,
6390231,E6,,,N-,,,No Change
6390576,E6,N-,,N-,,,
6391494,E4,N-,,,,,
6392509,E6,,N-,,,,
6392578,E1,P+,P+,,P+,,
6392675,E1,P+,P+,,,,
6393231,E3,,P+,,,,
6393268,E1,P+,P+,,,,
6394315,E3,,P+,,P+,,
6395642,E3,P+,P+,,,,
6395755,E3,,P+,,,,
6396899,E4,N-,,,,,
6397091,E3,,P+,,,,
6398161,E4,N-,,,,,
6400169,E3,,P+,,,,
6400517,E2,,,N-,,,More
6400857,E6,N-,,,,,
6401164,E1,P+,P+,,,,
6401456,E1,P+,P+,,,,
6402891,E6,N-,N-,,,,
6404609,E1,,P+,,,,
6404723,E1,P+,P+,,P+,,
6410708,E5,,P+,,,,
6410947,E3,P+,P+,,P+,,
6411300,E1,,P+,,,P+,
6413721,E5,,P+,,,,
6413808,E1,,P+,,,,
6415117,E5,,P+,,,,
6415570,E3,,P+,,,,
6417021,E3,,P+,,,,
6418166,E1,P+,P+,,P+,,
6418786,E1,P+,P+,,,,
6419921,E4,,,,N-,,
6420615,E3,P+,P+,,P+,P+,
6420909,E3,,P+,,,,
6422228,E1,,,,,P+,
6424957,E1,,,,P+,,
6425341,E4,N-,,,,,
6426395,E3,,P+,,,,
6426675,E1,P+,P+,,,,
6427355,E1,P+,P+,,P+,,
6429411,E1,P+,P+,,,,
6430175,E1,P+,P+,,,,
6430269,E3,P+,P+,,P+,,
6431793,E1,P+,P+,,P+,,
6432261,E6,N-,,,,,
6433371,E1,P+,P+,,P+,,
6435254,E5,,P+,,,,
6435519,E1,P+,P+,,,,
6435675,E1,,P+,,P+,,
6435760,E1,P+,P+,,P+,,
6437533,E1,,P+,,,,
6437549,E1,P+,P+,,P+,,
6438491,E1,P+,P+,,P+,,
6438719,E1,,P+,,,,
